"url","title","description","canonical","hreflang","canonicalStatus","indexStatus"
"https://cowinmagnet.co.za/en-za/blog/magnetic-separator-maintenance/","Magnetic Separator Maintenance | Cowinmagnet News","Maintenance planning for suspended magnets and overband separators.","https://cowinmagnet.co.za/en-za/blog/magnetic-separator-maintenance/","en-ZA=https://cowinmagnet.co.za/en-za/blog/magnetic-separator-maintenance/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/blog/permanent-vs-electromagnetic-separator/","Permanent vs Electromagnetic Separator | Cowinmagnet News","How to compare permanent and electromagnetic separator options.","https://cowinmagnet.co.za/en-za/blog/permanent-vs-electromagnetic-separator/","en-ZA=https://cowinmagnet.co.za/en-za/blog/permanent-vs-electromagnetic-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/contact/","Contact Cowinmagnet South Africa | Magnetic Separator Support","Contact Cowinmagnet for magnetic separation equipment selection, export coordination and African project support.","https://cowinmagnet.co.za/en-za/contact/","en-ZA=https://cowinmagnet.co.za/en-za/contact/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/cookie-policy/","Cookie Policy | Cowinmagnet","cookie-policy for Cowinmagnet South Africa and Africa local prototype.","https://cowinmagnet.co.za/en-za/cookie-policy/","en-ZA=https://cowinmagnet.co.za/en-za/cookie-policy/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/downloads/","Downloads | Cowinmagnet South Africa","Configurable download centre for catalogues, datasheets, drawings, questionnaires, manuals and spare parts lists.","https://cowinmagnet.co.za/en-za/downloads/","en-ZA=https://cowinmagnet.co.za/en-za/downloads/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/","Magnetic Separator South Africa | Mining and Conveyor Magnets","Cowinmagnet provides permanent and electromagnetic magnetic separation equipment for mining, coal, quarrying, recycling, cement and conveyor systems in South Africa and across...","https://cowinmagnet.co.za/en-za/","en-ZA=https://cowinmagnet.co.za/en-za/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/industries/aggregates-quarries-and-cement/","Aggregates, Quarries and Cement Magnetic Separator Applications | Cow...","Aggregates, Quarries and Cement magnetic separation equipment selection for South Africa and African industrial projects.","https://cowinmagnet.co.za/en-za/industries/aggregates-quarries-and-cement/","en-ZA=https://cowinmagnet.co.za/en-za/industries/aggregates-quarries-and-cement/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/industries/cement/","Cement Magnetic Separator Applications | Cowinmagnet","Cement magnetic separation equipment selection for South Africa and African industrial projects.","https://cowinmagnet.co.za/en-za/industries/cement/","en-ZA=https://cowinmagnet.co.za/en-za/industries/cement/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/industries/chrome-ore/","Chrome Ore Magnetic Separator Applications | Cowinmagnet","Chrome Ore magnetic separation equipment selection for South Africa and African industrial projects.","https://cowinmagnet.co.za/en-za/industries/chrome-ore/","en-ZA=https://cowinmagnet.co.za/en-za/industries/chrome-ore/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/industries/coal-handling/","Coal Handling Magnetic Separator Applications | Cowinmagnet","Coal Handling magnetic separation equipment selection for South Africa and African industrial projects.","https://cowinmagnet.co.za/en-za/industries/coal-handling/","en-ZA=https://cowinmagnet.co.za/en-za/industries/coal-handling/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/industries/coal-handling-and-washing/","Coal Handling and Washing Magnetic Separator Applications | Cowinmagnet","Coal Handling and Washing magnetic separation equipment selection for South Africa and African industrial projects.","https://cowinmagnet.co.za/en-za/industries/coal-handling-and-washing/","en-ZA=https://cowinmagnet.co.za/en-za/industries/coal-handling-and-washing/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/industries/conveyor-systems/","Conveyor Systems Magnetic Separator Applications | Cowinmagnet","Conveyor Systems magnetic separation equipment selection for South Africa and African industrial projects.","https://cowinmagnet.co.za/en-za/industries/conveyor-systems/","en-ZA=https://cowinmagnet.co.za/en-za/industries/conveyor-systems/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/industries/food-processing/","Food Processing Magnetic Separator Applications | Cowinmagnet","Food Processing magnetic separation equipment selection for South Africa and African industrial projects.","https://cowinmagnet.co.za/en-za/industries/food-processing/","en-ZA=https://cowinmagnet.co.za/en-za/industries/food-processing/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/industries/gold-mining/","Gold Mining Magnetic Separator Applications | Cowinmagnet","Gold Mining magnetic separation equipment selection for South Africa and African industrial projects.","https://cowinmagnet.co.za/en-za/industries/gold-mining/","en-ZA=https://cowinmagnet.co.za/en-za/industries/gold-mining/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/industries/","Industries | Magnetic Separator Applications South Africa","Explore mining, coal, iron ore, manganese, chrome, quarrying, recycling, cement and conveyor magnetic separator applications.","https://cowinmagnet.co.za/en-za/industries/","en-ZA=https://cowinmagnet.co.za/en-za/industries/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/industries/iron-ore/","Iron Ore Magnetic Separator Applications | Cowinmagnet","Iron Ore magnetic separation equipment selection for South Africa and African industrial projects.","https://cowinmagnet.co.za/en-za/industries/iron-ore/","en-ZA=https://cowinmagnet.co.za/en-za/industries/iron-ore/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/industries/manganese-ore/","Manganese Ore Magnetic Separator Applications | Cowinmagnet","Manganese Ore magnetic separation equipment selection for South Africa and African industrial projects.","https://cowinmagnet.co.za/en-za/industries/manganese-ore/","en-ZA=https://cowinmagnet.co.za/en-za/industries/manganese-ore/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/industries/mineral-processing/","Mineral Processing Magnetic Separator Applications | Cowinmagnet","Mineral Processing magnetic separation equipment selection for South Africa and African industrial projects.","https://cowinmagnet.co.za/en-za/industries/mineral-processing/","en-ZA=https://cowinmagnet.co.za/en-za/industries/mineral-processing/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/industries/mining/","Mining Magnetic Separator Applications | Cowinmagnet","Mining magnetic separation equipment selection for South Africa and African industrial projects.","https://cowinmagnet.co.za/en-za/industries/mining/","en-ZA=https://cowinmagnet.co.za/en-za/industries/mining/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/industries/mining-and-mineral-processing/","Mining and Mineral Processing Magnetic Separator Applications | Cowin...","Mining and Mineral Processing magnetic separation equipment selection for South Africa and African industrial projects.","https://cowinmagnet.co.za/en-za/industries/mining-and-mineral-processing/","en-ZA=https://cowinmagnet.co.za/en-za/industries/mining-and-mineral-processing/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/industries/ports-bulk-terminals/","Ports and Bulk Terminals Magnetic Separator Applications | Cowinmagnet","Ports and Bulk Terminals magnetic separation equipment selection for South Africa and African industrial projects.","https://cowinmagnet.co.za/en-za/industries/ports-bulk-terminals/","en-ZA=https://cowinmagnet.co.za/en-za/industries/ports-bulk-terminals/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/industries/ports-power-and-bulk-handling/","Ports, Power and Bulk Handling Magnetic Separator Applications | Cowi...","Ports, Power and Bulk Handling magnetic separation equipment selection for South Africa and African industrial projects.","https://cowinmagnet.co.za/en-za/industries/ports-power-and-bulk-handling/","en-ZA=https://cowinmagnet.co.za/en-za/industries/ports-power-and-bulk-handling/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/industries/power-plants/","Power Plants Magnetic Separator Applications | Cowinmagnet","Power Plants magnetic separation equipment selection for South Africa and African industrial projects.","https://cowinmagnet.co.za/en-za/industries/power-plants/","en-ZA=https://cowinmagnet.co.za/en-za/industries/power-plants/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/industries/quarry-aggregates/","Quarry and Aggregates Magnetic Separator Applications | Cowinmagnet","Quarry and Aggregates magnetic separation equipment selection for South Africa and African industrial projects.","https://cowinmagnet.co.za/en-za/industries/quarry-aggregates/","en-ZA=https://cowinmagnet.co.za/en-za/industries/quarry-aggregates/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/industries/recycling/","Recycling Magnetic Separator Applications | Cowinmagnet","Recycling magnetic separation equipment selection for South Africa and African industrial projects.","https://cowinmagnet.co.za/en-za/industries/recycling/","en-ZA=https://cowinmagnet.co.za/en-za/industries/recycling/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/industries/recycling-and-material-recovery/","Recycling and Material Recovery Magnetic Separator Applications | Cow...","Recycling and Material Recovery magnetic separation equipment selection for South Africa and African industrial projects.","https://cowinmagnet.co.za/en-za/industries/recycling-and-material-recovery/","en-ZA=https://cowinmagnet.co.za/en-za/industries/recycling-and-material-recovery/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/markets/angola/","Magnetic Separator Solutions for Angola | Cowinmagnet","Magnetic separation equipment support for Angola mining and industrial markets without unverified local office or stock claims.","https://cowinmagnet.co.za/en-za/markets/angola/","en-ZA=https://cowinmagnet.co.za/en-za/markets/angola/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/markets/botswana/","Magnetic Separator Solutions for Botswana | Cowinmagnet","Magnetic separation equipment support for Botswana mining and industrial markets without unverified local office or stock claims.","https://cowinmagnet.co.za/en-za/markets/botswana/","en-ZA=https://cowinmagnet.co.za/en-za/markets/botswana/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/markets/drc/","Magnetic Separator Solutions for Democratic Republic of the Congo | C...","Magnetic separation equipment support for Democratic Republic of the Congo mining and industrial markets without unverified local office or stock claims.","https://cowinmagnet.co.za/en-za/markets/drc/","en-ZA=https://cowinmagnet.co.za/en-za/markets/drc/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/markets/ghana/","Magnetic Separator Solutions for Ghana | Cowinmagnet","Magnetic separation equipment support for Ghana mining and industrial markets without unverified local office or stock claims.","https://cowinmagnet.co.za/en-za/markets/ghana/","en-ZA=https://cowinmagnet.co.za/en-za/markets/ghana/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/markets/","African Markets | Cowinmagnet Magnetic Separation Equipment","Country market pages for South Africa, Botswana, Namibia, Zimbabwe, Zambia, Mozambique, Angola, Ghana, Nigeria, Kenya, Tanzania and DRC.","https://cowinmagnet.co.za/en-za/markets/","en-ZA=https://cowinmagnet.co.za/en-za/markets/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/markets/kenya/","Magnetic Separator Solutions for Kenya | Cowinmagnet","Magnetic separation equipment support for Kenya mining and industrial markets without unverified local office or stock claims.","https://cowinmagnet.co.za/en-za/markets/kenya/","en-ZA=https://cowinmagnet.co.za/en-za/markets/kenya/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/markets/mozambique/","Magnetic Separator Solutions for Mozambique | Cowinmagnet","Magnetic separation equipment support for Mozambique mining and industrial markets without unverified local office or stock claims.","https://cowinmagnet.co.za/en-za/markets/mozambique/","en-ZA=https://cowinmagnet.co.za/en-za/markets/mozambique/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/markets/namibia/","Magnetic Separator Solutions for Namibia | Cowinmagnet","Magnetic separation equipment support for Namibia mining and industrial markets without unverified local office or stock claims.","https://cowinmagnet.co.za/en-za/markets/namibia/","en-ZA=https://cowinmagnet.co.za/en-za/markets/namibia/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/markets/nigeria/","Magnetic Separator Solutions for Nigeria | Cowinmagnet","Magnetic separation equipment support for Nigeria mining and industrial markets without unverified local office or stock claims.","https://cowinmagnet.co.za/en-za/markets/nigeria/","en-ZA=https://cowinmagnet.co.za/en-za/markets/nigeria/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/markets/south-africa/eastern-cape/","Magnetic Separator Support for Eastern Cape | Cowinmagnet South Africa","Regional magnetic separation equipment support for Eastern Cape, South Africa.","https://cowinmagnet.co.za/en-za/markets/south-africa/eastern-cape/","en-ZA=https://cowinmagnet.co.za/en-za/markets/south-africa/eastern-cape/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/markets/south-africa/gauteng/","Magnetic Separator Support for Gauteng | Cowinmagnet South Africa","Regional magnetic separation equipment support for Gauteng, South Africa.","https://cowinmagnet.co.za/en-za/markets/south-africa/gauteng/","en-ZA=https://cowinmagnet.co.za/en-za/markets/south-africa/gauteng/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/markets/south-africa/","Magnetic Separator Solutions for South Africa | Cowinmagnet","Magnetic separation equipment support for South Africa mining and industrial markets without unverified local office or stock claims.","https://cowinmagnet.co.za/en-za/markets/south-africa/","en-ZA=https://cowinmagnet.co.za/en-za/markets/south-africa/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/markets/south-africa/kwazulu-natal/","Magnetic Separator Support for Kwazulu Natal | Cowinmagnet South Africa","Regional magnetic separation equipment support for Kwazulu Natal, South Africa.","https://cowinmagnet.co.za/en-za/markets/south-africa/kwazulu-natal/","en-ZA=https://cowinmagnet.co.za/en-za/markets/south-africa/kwazulu-natal/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/markets/south-africa/limpopo/","Magnetic Separator Support for Limpopo | Cowinmagnet South Africa","Regional magnetic separation equipment support for Limpopo, South Africa.","https://cowinmagnet.co.za/en-za/markets/south-africa/limpopo/","en-ZA=https://cowinmagnet.co.za/en-za/markets/south-africa/limpopo/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/markets/south-africa/mpumalanga/","Magnetic Separator Support for Mpumalanga | Cowinmagnet South Africa","Regional magnetic separation equipment support for Mpumalanga, South Africa.","https://cowinmagnet.co.za/en-za/markets/south-africa/mpumalanga/","en-ZA=https://cowinmagnet.co.za/en-za/markets/south-africa/mpumalanga/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/markets/south-africa/north-west/","Magnetic Separator Support for North West | Cowinmagnet South Africa","Regional magnetic separation equipment support for North West, South Africa.","https://cowinmagnet.co.za/en-za/markets/south-africa/north-west/","en-ZA=https://cowinmagnet.co.za/en-za/markets/south-africa/north-west/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/markets/south-africa/northern-cape/","Magnetic Separator Support for Northern Cape | Cowinmagnet South Africa","Regional magnetic separation equipment support for Northern Cape, South Africa.","https://cowinmagnet.co.za/en-za/markets/south-africa/northern-cape/","en-ZA=https://cowinmagnet.co.za/en-za/markets/south-africa/northern-cape/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/markets/south-africa/western-cape/","Magnetic Separator Support for Western Cape | Cowinmagnet South Africa","Regional magnetic separation equipment support for Western Cape, South Africa.","https://cowinmagnet.co.za/en-za/markets/south-africa/western-cape/","en-ZA=https://cowinmagnet.co.za/en-za/markets/south-africa/western-cape/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/markets/tanzania/","Magnetic Separator Solutions for Tanzania | Cowinmagnet","Magnetic separation equipment support for Tanzania mining and industrial markets without unverified local office or stock claims.","https://cowinmagnet.co.za/en-za/markets/tanzania/","en-ZA=https://cowinmagnet.co.za/en-za/markets/tanzania/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/markets/zambia/","Magnetic Separator Solutions for Zambia | Cowinmagnet","Magnetic separation equipment support for Zambia mining and industrial markets without unverified local office or stock claims.","https://cowinmagnet.co.za/en-za/markets/zambia/","en-ZA=https://cowinmagnet.co.za/en-za/markets/zambia/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/markets/zimbabwe/","Magnetic Separator Solutions for Zimbabwe | Cowinmagnet","Magnetic separation equipment support for Zimbabwe mining and industrial markets without unverified local office or stock claims.","https://cowinmagnet.co.za/en-za/markets/zimbabwe/","en-ZA=https://cowinmagnet.co.za/en-za/markets/zimbabwe/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/news/crusher-protection-in-mining/","Crusher Protection in Mining | Cowinmagnet News","How magnetic separation supports crusher protection. Learn about magnetic separator selection for South Africa and African markets.","https://cowinmagnet.co.za/en-za/news/crusher-protection-in-mining/","en-ZA=https://cowinmagnet.co.za/en-za/news/crusher-protection-in-mining/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/news/how-to-select-an-overband-magnet/","How to Select an Overband Magnet | Cowinmagnet News","Selection factors for conveyor magnets in mining and industrial applications.","https://cowinmagnet.co.za/en-za/news/how-to-select-an-overband-magnet/","en-ZA=https://cowinmagnet.co.za/en-za/news/how-to-select-an-overband-magnet/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/news/","News | Cowinmagnet South Africa","Local news, project updates and magnetic separator articles for South Africa and African markets.","https://cowinmagnet.co.za/en-za/news/","en-ZA=https://cowinmagnet.co.za/en-za/news/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/news/magnetic-separator-for-coal-handling/","Magnetic Separator for Coal Handling | Cowinmagnet News","Key considerations for coal conveyors and transfer points. Learn about magnetic separator selection for South Africa and African markets.","https://cowinmagnet.co.za/en-za/news/magnetic-separator-for-coal-handling/","en-ZA=https://cowinmagnet.co.za/en-za/news/magnetic-separator-for-coal-handling/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/news/magnetic-separator-maintenance/","Magnetic Separator Maintenance | Cowinmagnet News","Maintenance planning for suspended magnets and overband separators.","https://cowinmagnet.co.za/en-za/news/magnetic-separator-maintenance/","en-ZA=https://cowinmagnet.co.za/en-za/news/magnetic-separator-maintenance/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/news/permanent-vs-electromagnetic-separator/","Permanent vs Electromagnetic Separator | Cowinmagnet News","How to compare permanent and electromagnetic separator options.","https://cowinmagnet.co.za/en-za/news/permanent-vs-electromagnetic-separator/","en-ZA=https://cowinmagnet.co.za/en-za/news/permanent-vs-electromagnetic-separator/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/privacy-policy/","Privacy Policy | Cowinmagnet","privacy-policy for Cowinmagnet South Africa and Africa local prototype.","https://cowinmagnet.co.za/en-za/privacy-policy/","en-ZA=https://cowinmagnet.co.za/en-za/privacy-policy/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/conveyor-metal-detector/","Conveyor Metal Detector | Cowinmagnet South Africa","Conveyor metal detector selection for crusher protection and bulk material handling projects in South Africa and Africa.","https://cowinmagnet.co.za/en-za/products/conveyor-metal-detector/","en-ZA=https://cowinmagnet.co.za/en-za/products/conveyor-metal-detector/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/","Magnetic Separation Equipment Products | Cowinmagnet South Africa","Browse permanent magnetic equipment, electromagnetic separators and magnetic components for South Africa and African markets.","https://cowinmagnet.co.za/en-za/products/","en-ZA=https://cowinmagnet.co.za/en-za/products/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/cbs-drawer-type-magnetic-filter/","CBS drawer type magnetic filter | Cowinmagnet South Africa","CBS drawer type magnetic filter for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/cbs-drawer-type-magnetic-filter/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/cbs-drawer-type-magnetic-filter/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/clc-type-slot-magnetic-filter/","CLC type slot magnetic filter | Cowinmagnet South Africa","CLC type slot magnetic filter for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/clc-type-slot-magnetic-filter/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/clc-type-slot-magnetic-filter/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/clc-type-wet-slot-magnetic-filter/","CLC type wet slot magnetic filter | Cowinmagnet South Africa","CLC type wet slot magnetic filter for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/clc-type-wet-slot-magnetic-filter/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/clc-type-wet-slot-magnetic-filter/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/cyg-wet-pipeline-magnetic-filter/","CYG wet pipeline magnetic filter | Cowinmagnet South Africa","CYG wet pipeline magnetic filter for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/cyg-wet-pipeline-magnetic-filter/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/cyg-wet-pipeline-magnetic-filter/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/drawer-magnet/","Drawer Magnet | Cowinmagnet South Africa","Drawer Magnet for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/drawer-magnet/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/drawer-magnet/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/hump-magnet/","Hump Magnet | Cowinmagnet South Africa","Hump Magnet for the relevant South African and African industrial application. Final configuration is confirmed against project conditions.","https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/hump-magnet/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/hump-magnet/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
"https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/","Magnetic Components & Filters | Cowinmagnet South Africa","Magnetic bars, grids, filters, traps and pipeline solutions for fine iron removal from material streams. Product category for African mining and industrial applications.","https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/","en-ZA=https://cowinmagnet.co.za/en-za/products/magnetic-components-and-filters/; x-default=https://www.cowinmagnet.com/","valid","index,follow"
